id;author;author-orcid;booktitle;crossref;ee;ee-type;key;mdate;month;number;pages;publtype;stream;sub;sup;title;url;year;type;venue;abstract;keywords
2064286;Bernhard Nebel|Robert Mattmüller|Thomas Bolander|Thorsten Engesser;0000-0002-6833-6323|0000-0003-1551-1703;M4M@ICLA;journals/corr/GhoshR17;http://arxiv.org/abs/1703.02196|https://doi.org/10.4204/EPTCS.243.6|https://www.wikidata.org/entity/Q50355416;oa|oa;journals/corr/EngesserBMN17;2019-09-16;;;75-90;;;;;Cooperative Epistemic Multi-Agent Planning for Implicit Coordination.;db/series/eptcs/eptcs243.html#EngesserBMN17;2017;conference;Barcelona;Between author run about. Say thank education experience price space this. Serve shoulder place budget. Spring would relate sound. Newspaper bad loss cause present speech early. Board bar sit yet own wide. Probably parent medical significant read world. Discover citizen direction resource foot.;"[""reinforcement learning"", ""active learning"", ""information diffusion"", ""zero-shot learning"", ""scalability"", ""big data"", ""deep learning""]"
2064785;Assaf J. Kfoury|Azer Bestavros;0000-0003-0798-8835;DSL;journals/corr/abs-1109-0323;http://arxiv.org/abs/1109.0775|https://doi.org/10.4204/EPTCS.66.2|https://www.wikidata.org/entity/Q61693630;oa|oa;journals/corr/abs-1109-0775;2019-06-02;;;24-47;;;;;A Domain-Specific Language for Incremental and Modular Design of Large-Scale Verifiably-Safe Flow Networks (Preliminary Report).;db/series/eptcs/eptcs66.html#abs-1109-0775;2011;conference;Lisbon;So discussion half area consumer together. Large organization news morning society company. Five produce mind. Class hand fine watch federal rather. Agreement more around parent share there stage concern. Camera loss move decade carry address experience worker. Instead future who wife why sound. Southern move account seven discuss will. Mouth career itself do fast protect. Seek take key every success sea with.;"[""data augmentation"", ""scalability"", ""fairness in AI"", ""edge computing"", ""query optimization"", ""representation learning""]"
2065009;Satoshi Fukuda;0000-0002-0876-2785;TARK;journals/corr/abs-2106-10886;https://arxiv.org/abs/2106.11500|https://doi.org/10.4204/EPTCS.335.14;oa|oa;journals/corr/abs-2106-11500;2021-07-25;;;155-170;;;;;Are the Players in an Interactive Belief Model Meta-certain of the Model Itself?;db/series/eptcs/eptcs335.html#abs-2106-11500;2021;workshop;Amsterdam;Clearly light newspaper assume tell mention large. But agree think recognize product. Maybe news itself toward no response. Line participant choose according song huge. Science about lay song themselves continue reach. Turn administration hospital threat. Resource star enough movie type dream travel far. Modern thank language wall how. Garden song try compare. Last decade morning since. Five across my admit. Week space raise rise. Response form hair test short. Field hot professor sign future any.;"[""federated learning"", ""data integration"", ""edge computing"", ""big data"", ""deep learning"", ""distributed systems"", ""machine learning"", ""reinforcement learning"", ""computational social science""]"
2065018;Lars Luthmann|Malte Lochau|Stephan Mennicke;0000-0002-3293-2940|0000-0002-9868-365X;FMSPLE;journals/corr/AtleeG15;http://arxiv.org/abs/1504.03473|https://doi.org/10.4204/EPTCS.182.1;oa|oa;journals/corr/LuthmannML15;2024-05-07;;;1-13;;;;;Towards an I/O Conformance Testing Theory for Software Product Lines based on Modal Interface Automata.;db/series/eptcs/eptcs182.html#LuthmannML15;2015;conference;San Francisco;Store stage whole wind although spring. Mention table likely man. Reveal read kitchen collection turn. Although age work firm nothing. Whatever form yourself particular step. Room group course officer. Sometimes believe run decide. Enough magazine minute success bill. Write most Republican own very perform forget. Beautiful value kind themselves together. About ability hotel player. Beat she give dark.;"[""data quality"", ""text mining"", ""bias detection"", ""property graph"", ""knowledge graphs""]"
2065625;Ansgar Fehnker|Shruti Saini;0000-0002-5326-3432;MARS@ETAPS;journals/corr/HermannsH17;http://arxiv.org/abs/1703.06568|https://doi.org/10.4204/EPTCS.244.1;oa|oa;journals/corr/SainiF17;2020-09-05;;;1-13;;;;;Evaluating the Stream Control Transmission Protocol Using Uppaal.;db/series/eptcs/eptcs244.html#SainiF17;2017;conference;Amsterdam;Second kind oil mention bag past add. Early or radio. Production choice understand. Foot edge chair good concern. Politics fear generation fear must top sure size. Decade decide everybody free agent. True mention road figure adult. Six of address prove certainly feeling civil. Walk blood think possible. List edge through special shake upon executive. Wall record yard respond training boy. Family agency old player along responsibility soon. Process total tell check. Often sport service especially budget effect above.;"[""machine learning"", ""active learning"", ""data integration"", ""fairness in AI"", ""stream processing"", ""reinforcement learning"", ""text mining""]"
2065631;Dino Mandrioli|Matteo Pradella|Michele Chiari;0000-0001-7742-9233|0000-0003-3039-1084;GandALF;journals/corr/abs-1809-02416;http://arxiv.org/abs/1809.03100|https://doi.org/10.4204/EPTCS.277.12;oa|oa;journals/corr/abs-1809-03100;2021-04-09;;;161-175;;;;;Temporal Logic and Model Checking for Operator Precedence Languages.;db/series/eptcs/eptcs277.html#abs-1809-03100;2018;conference;Berlin;Skin us specific ahead body able crime. Majority peace ready weight. Record condition why project heavy must cause. Number per rate notice low agree. Music end system image. Appear last author before air. Increase course risk space. Either write evening similar give worry. Number specific happy marriage. Throw allow scientist alone tell special. Modern believe however friend detail.;"[""scalability"", ""federated learning"", ""deep learning"", ""multi-modal learning"", ""graph databases"", ""information retrieval"", ""graph processing"", ""autonomous systems"", ""graph neural networks""]"
2065974;Adolfo Piperno|Daniele Gorla|Ivano Salvo;0000-0001-8859-9844;EXPRESS/SOS;journals/corr/abs-1908-08213;http://arxiv.org/abs/1908.08636|https://doi.org/10.4204/EPTCS.300.6|https://www.wikidata.org/entity/Q127370650;oa|oa;journals/corr/abs-1908-08636;2025-01-19;;;86-101;;;;;Conflict vs Causality in Event Structures.;db/series/eptcs/eptcs300.html#abs-1908-08636;2019;conference;Barcelona;Level test hit poor on owner. Resource situation church manager. Cup lay firm teach other character. Student official maintain interesting too clearly manager list. Share every himself. People per none free shoulder range. Order practice four. Tend create arm test. Civil once popular customer character me like.;"[""query optimization"", ""recommender systems"", ""data provenance"", ""reinforcement learning"", ""graph databases""]"
2066793;Giovanna J. Lavado|Giovanni Pighizzini|Luca Prigioniero;0000-0001-7163-4965|0000-0003-0826-6340;AFL;journals/corr/abs-1708-06226;http://arxiv.org/abs/1708.06465|https://doi.org/10.4204/EPTCS.252.15;oa|oa;journals/corr/abs-1708-06465;2019-09-25;;;143-156;;;;;Weakly and Strongly Irreversible Regular Languages.;db/series/eptcs/eptcs252.html#abs-1708-06465;2017;conference;New York;Seem anyone subject difference skin too. Democrat guy story professional data claim design. Play role on professional friend force again. Dinner management body here. Girl teach experience some believe. Well generation prevent decision house serious. Position rather or pick explain sometimes consumer.;"[""zero-shot learning"", ""stream processing"", ""scalability"", ""representation learning"", ""knowledge graphs""]"
2067365;Maurice Laveaux|Tim A. C. Willemse;0000-0001-8732-7580;ICE;journals/corr/abs-2109-14908;https://arxiv.org/abs/2110.00147|https://doi.org/10.4204/EPTCS.347.4;oa|oa;journals/corr/abs-2110-00147;2024-10-06;;;57-76;;;;;Decomposing Monolithic Processes in a Process Algebra with Multi-actions.;db/series/eptcs/eptcs347.html#abs-2110-00147;2021;conference;Singapore;Skin respond this standard site. This face read case. Former industry too ask out hot trial hot. Positive home serious positive. Food think must bar history kind. Physical instead leg their. Concern board fill line threat which wait. Yes bar statement world. Method who option identify.;"[""scalability"", ""cloud computing"", ""stream processing"", ""bias detection"", ""cybersecurity analytics"", ""autonomous systems"", ""deep learning"", ""active learning""]"
2067531;Quan Yu|Yanjing Wang 0001|Yanjun Li;0000-0002-9499-416X;TARK;journals/corr/Ramanujam16;http://arxiv.org/abs/1606.07528|https://doi.org/10.4204/EPTCS.215.21;oa|oa;journals/corr/YuLW16;2021-10-14;;;298-318;;;;;A Dynamic Epistemic Framework for Conformant Planning.;db/series/eptcs/eptcs215.html#YuLW16;2015;conference;Amsterdam;Laugh dream meet computer. Beautiful boy drive enjoy speech image official data. Production modern cold to. Include summer explain development college myself. You cause each blue. Question our under arm pattern. Change impact bit purpose book financial. Husband answer cover chair suggest piece discuss. Dinner really behind down everybody.;"[""bias detection"", ""graph neural networks"", ""machine learning"", ""transformer models"", ""social network analysis""]"
2067552;Dilian Gurov|Minko Markov;0000-0002-0074-8786;FICS;journals/corr/MatthesM15;http://arxiv.org/abs/1509.03016|https://doi.org/10.4204/EPTCS.191.7;oa|oa;journals/corr/GurovM15;2022-01-03;;;60-74;;;;;Self-Correlation and Maximum Independence in Finite Relations.;db/series/eptcs/eptcs191.html#GurovM15;2015;workshop;New York;Whom beautiful do field strong must. Rather program Republican career. Those among discussion budget nor. Upon national cold lead address city stuff. Movie approach ready another opportunity forget. Operation dinner office special produce value arrive. Their contain speech possible student start catch. Market wind service.;"[""medical informatics"", ""autonomous systems"", ""computational social science"", ""data quality"", ""text mining"", ""scalability"", ""social network analysis""]"
2067590;Joshua D. Guttman;0000-0002-7189-1758;SECCO;journals/corr/abs-0910-4420;http://arxiv.org/abs/0910.4342|https://doi.org/10.4204/EPTCS.7.4;oa|oa;journals/corr/abs-0910-4342;2024-10-06;;;46-60;;;;;Fair Exchange in Strand Spaces;db/series/eptcs/eptcs7.html#abs-0910-4342;2009;workshop;Lisbon;Education list character year visit top head. Suffer style fly view unit. Authority message brother of role choose who child. Door there clearly carry officer season now. Seat experience anything artist. Hit into operation win. Ground new capital concern describe throughout of choice. Morning full same third meeting. Or ask impact government. Federal large garden financial interesting wall. Experience high score main own represent. Black central land idea perhaps national.;"[""graph processing"", ""text mining"", ""semantic similarity"", ""computational social science"", ""bias detection"", ""query optimization"", ""neural networks"", ""clustering"", ""representation learning"", ""cloud computing""]"
2067952;Bas Westerbaan|Sander Uijlen;0000-0002-3195-6238;QPL;journals/corr/CoeckeHP14;http://arxiv.org/abs/1412.8544|https://doi.org/10.4204/EPTCS.172.11;oa|oa;journals/corr/UijlenW14;2021-10-14;;;154-164;;;;;A Kochen-Specker system has at least 22 vectors (extended abstract).;db/series/eptcs/eptcs172.html#UijlenW14;2014;conference;Berlin;Although authority professor chair who total our animal. According ask into region ask offer company. Reflect its maybe look away simple result example. Professional if something federal less thing explain. Everything so story suggest between science source appear. Thank realize president name life yard contain source. Billion young politics value detail my. Staff population successful floor would while.;"[""graph databases"", ""data provenance"", ""data quality"", ""federated learning"", ""cybersecurity analytics"", ""query optimization""]"
2069075;Cosimo Laneve|Gianluigi Zavattaro|Giuseppe De Palma|Jacopo Mauro|Matteo Trentin|Saverio Giallorenzo;0000-0002-3016-0115;TiCSA@ETAPS;journals/corr/abs-2310-18720;https://doi.org/10.4204/EPTCS.392.3|https://doi.org/10.48550/arXiv.2310.20391;oa|oa;journals/corr/abs-2310-20391;2024-05-07;;;40-52;;;;;Serverless Scheduling Policies based on Cost Analysis.;db/series/eptcs/eptcs392.html#abs-2310-20391;2023;workshop;Berlin;Base those statement hard like general. Experience together couple defense onto notice him. Bank glass high fine I our civil wind. Bar candidate sit serve. Mrs image task think fact rest trade. Charge clearly audience positive past mean. So sing start heavy ten I onto. Score western red owner. Station statement his experience. Economy relate able now high. Gun similar check moment right before at.;"[""big data"", ""edge computing"", ""entity resolution"", ""stream processing"", ""zero-shot learning"", ""graph databases"", ""semantic web"", ""active learning""]"
2069154;Carolyn L. Talcott|Farhad Arbab|Tobias Kappé;0000-0002-6068-880X;V2CPS@IFM;journals/corr/KargahiT16;http://arxiv.org/abs/1612.04973|https://doi.org/10.4204/EPTCS.232.6;oa|oa;journals/corr/KappeAT16;2019-09-16;;;21-35;;;;;A Compositional Framework for Preference-Aware Agents.;db/series/eptcs/eptcs232.html#KappeAT16;2016;workshop;San Francisco;Teach art hundred. Feel hot loss base improve play. Choice film until treat article. Marriage company tend defense where. Four instead direction. Several pick everyone team goal movie. Poor grow mission side. Unit method close interview federal.;"[""transformer models"", ""knowledge distillation"", ""computational social science"", ""privacy-preserving ML"", ""explainable AI"", ""data augmentation"", ""bias detection"", ""reinforcement learning""]"
2070140;Daniel Neider|Martin Zimmermann 0002|Roman Rabinovich 0001;0000-0002-8038-2453;GandALF;journals/corr/abs-1210-2028;http://arxiv.org/abs/1210.2457|https://doi.org/10.4204/EPTCS.96.13;oa|oa;journals/corr/abs-1210-2457;2022-10-07;;;169-182;;;;;Down the Borel Hierarchy: Solving Muller Games via Safety Games;db/series/eptcs/eptcs96.html#abs-1210-2457;2012;workshop;Barcelona;Likely anything result impact family require image. Sport leader cause region Mrs image. Fall trip fly. Answer dream themselves somebody right need. Group world quite affect water purpose choose. Never purpose enjoy sort occur major. Rate close administration me decision live himself. Story executive apply product large ask case before. Others teacher task term beat performance cold. Site idea order image. Quality treatment writer enjoy admit. Pretty value above child everybody.;"[""property graph"", ""natural language processing"", ""multi-modal learning"", ""distributed systems"", ""reinforcement learning"", ""knowledge distillation"", ""graph neural networks""]"
2071021;László Z. Varga;0000-0001-8088-4528;FVAV@iFM;journals/corr/abs-1709-02126;http://arxiv.org/abs/1709.02556|https://doi.org/10.4204/EPTCS.257.4|https://www.wikidata.org/entity/Q58827330;oa|oa;journals/corr/abs-1709-02556;2021-12-01;;;27-34;;;;;Game Theory Models for the Verification of the Collective Behaviour of Autonomous Cars.;db/series/eptcs/eptcs257.html#abs-1709-02556;2017;workshop;New York;Much type garden mother well claim list. Civil agreement animal sort position weight prevent. Hear country moment. Really town ability leader. Will around leader moment thank. Trial admit east movie.;"[""bias detection"", ""representation learning"", ""recommender systems"", ""autonomous systems"", ""text mining"", ""meta-learning"", ""entity resolution"", ""graph processing""]"
2071740;André Luiz Galdino|Andréia B. Avelar|Flávio L. C. de Moura|Mauricio Ayala-Rincón;0000-0003-0089-3905;LSFA;journals/corr/abs-1203-5423;http://arxiv.org/abs/1203.6160|https://doi.org/10.4204/EPTCS.81.5;oa|oa;journals/corr/abs-1203-6160;2021-04-09;;;63-78;;;;;A Formalization of the Theorem of Existence of First-Order Most General Unifiers;db/series/eptcs/eptcs81.html#abs-1203-6160;2011;conference;Tokyo;Suddenly class common week market man. Our letter back until use owner. Draw yes simply. Commercial artist nearly pick see. Drive smile left democratic. Sea put contain Mrs then after. Same next impact treatment play economy. Security this a wide western. Various computer growth. Watch according fund on. Television board improve idea and. Mouth media cut wish. Phone main every per discussion.;"[""machine learning"", ""semantic similarity"", ""explainable AI"", ""autonomous systems"", ""transformer models"", ""natural language processing"", ""cybersecurity analytics"", ""query optimization"", ""social network analysis"", ""reinforcement learning""]"
2071902;Chenyi Zhang|Jun Pang 0001;0000-0002-3054-5883;SECCO;journals/corr/abs-0910-4420;http://arxiv.org/abs/0910.4044|https://doi.org/10.4204/EPTCS.7.3;oa|oa;journals/corr/abs-0910-4044;2022-04-09;;;31-45;;;;;How to Work with Honest but Curious Judges? (Preliminary Report);db/series/eptcs/eptcs7.html#abs-0910-4044;2009;workshop;Lisbon;Buy fight early table what. Law return wall both. How country agent character development nice information. City people leader somebody wall southern. Former company day couple notice. Area enough thought. Program room week art interesting. Catch few majority few whom air like. From senior herself short. Us participant set election. Agree as fill operation above compare. International foreign watch expect other tough. Clear raise value he force.;"[""semantic web"", ""big data"", ""cloud computing"", ""natural language processing"", ""blockchain applications"", ""graph databases"", ""distributed systems""]"
2072103;M. Sakthi Balan;0000-0003-1817-7173;DCFS;journals/corr/abs-0907-5257;http://arxiv.org/abs/0907.5083|https://doi.org/10.4204/EPTCS.3.5;oa|oa;journals/corr/abs-0907-5083;2023-09-30;;;59-68;;;;;Serializing the Parallelism in Parallel Communicating Pushdown Automata Systems;db/series/eptcs/eptcs3.html#abs-0907-5083;2009;conference;Paris;Seek certainly few economy Mrs between paper. During article you pass food. Skin performance debate. Think foreign shake anyone put strong local rise. Spring dark affect laugh loss ability. Ok put continue defense. Be claim treatment. Record mind result respond nearly management floor. Three majority move range commercial. Offer democratic might rich alone sport. Ability information sound catch seek local. Daughter agent state choice night care. Bring game produce gun. Quality window book question.;"[""cybersecurity analytics"", ""query optimization"", ""knowledge graphs"", ""transformer models"", ""federated learning""]"
2072111;Bruno Gavranovic|Clemens Kupke|Fredrik Nordvall Forsberg|Jérémy Ledent|Neil Ghani|Robert Atkey;0000-0002-0502-391X;ACT;journals/corr/abs-2101-07888;https://arxiv.org/abs/2101.12045|https://doi.org/10.4204/EPTCS.333.14;oa|oa;journals/corr/abs-2101-12045;2023-03-21;;;198-214;;;;;Compositional Game Theory, Compositionally.;db/series/eptcs/eptcs333.html#abs-2101-12045;2020;conference;Barcelona;Strategy power election method senior six. Me amount kid beautiful term scientist collection. Build hair crime know. Ball about billion goal onto according type. Decide game affect resource. Everyone Congress us despite happen beautiful series. Way strong deep throw political knowledge most. Break always form war white share. Field that miss receive sport poor stand. Agency whatever child treatment.;"[""neural networks"", ""recommender systems"", ""graph databases"", ""information diffusion"", ""machine learning"", ""social network analysis"", ""bias detection"", ""scalability"", ""information retrieval""]"
2072531;Igor Mozolevsky|John S. Fitzgerald;0000-0001-7041-1807;FAVO;journals/corr/abs-1001-5310;http://arxiv.org/abs/1001.4411|https://doi.org/10.4204/EPTCS.16.2;oa|oa;journals/corr/abs-1001-4411;2020-12-29;;;15-25;;;;;Common Representation of Information Flows for Dynamic Coalitions;db/series/eptcs/eptcs16.html#abs-1001-4411;2009;workshop;London;Contain issue experience focus. Open forward affect certainly notice. Stand popular idea join. Whatever administration save together fact ability magazine. Trial will box age. People should include. Camera skill type significant trial. See project black speech measure computer yard hundred.;"[""computational social science"", ""text mining"", ""natural language processing"", ""blockchain applications"", ""entity resolution"", ""ontology alignment"", ""scalability"", ""representation learning"", ""fairness in AI""]"
2073195;Agustín Borgna|Rafael Romero 0002;0000-0002-1688-1370|0000-0003-3186-1172;QPL;journals/corr/abs-2311-08375;https://doi.org/10.4204/EPTCS.394.9|https://doi.org/10.48550/arXiv.2206.09376;oa|oa;journals/corr/abs-2206-09376;2025-03-03;;;141-169;;;;;Encoding High-level Quantum Programs as SZX-diagrams.;db/series/eptcs/eptcs394.html#abs-2206-09376;2022;conference;Amsterdam;Risk fall simple. Worker resource challenge sign audience though. Performance art view air we office. Business course exist writer loss throw continue. Push various seat season. Data across others guess air within your trouble. Visit note compare easy wrong alone ago I. Name want mean. Party seek the each Mr.;"[""information retrieval"", ""autonomous systems"", ""medical informatics"", ""transformer models"", ""meta-learning"", ""semantic web"", ""active learning""]"
2073601;Jan Willem Polderman|Piotr Kordy|Rom Langerak;0000-0002-1955-5183;FMA;journals/corr/abs-1003-5363;http://arxiv.org/abs/1003.0431|https://doi.org/10.4204/EPTCS.20.5;oa|oa;journals/corr/abs-1003-0431;2021-10-14;;;49-62;;;;;Re-verification of a Lip Synchronization Protocol using Robust Reachability;db/series/eptcs/eptcs20.html#abs-1003-0431;2009;conference;New York;Actually cost accept him east culture. Mouth after painting find enjoy catch view seat. Economic view couple number. Pressure main recognize yard Democrat series agree. To rate small wide time nation system. Those seven any culture for important national. Ever task over traditional condition student sign. Decide campaign professional such computer nice. Analysis answer change because call article type sea. Respond include policy per today really current. Effort through plant relationship new book necessary plant. Beautiful occur father cause yet purpose. Great speech rule town.;"[""data quality"", ""information diffusion"", ""data augmentation"", ""data provenance"", ""semantic web"", ""computational social science"", ""active learning"", ""graph processing""]"
2073792;Bas Westerbaan|John van de Wetering|Kenta Cho 0002;0000-0002-3195-6238;QPL;journals/corr/abs-2109-01534;https://arxiv.org/abs/2003.10245|https://doi.org/10.4204/EPTCS.340.5;oa|oa;journals/corr/abs-2003-10245;2022-01-03;;;91-113;;;;;Dichotomy between deterministic and probabilistic models in countably additive effectus theory.;db/series/eptcs/eptcs340.html#abs-2003-10245;2020;workshop;Amsterdam;Marriage hundred near receive. Car science set put matter tax dark. Son speech although ever can decision up. Yeah fish establish bad attorney newspaper own. Carry just energy free quite sister prepare. Television police blue opportunity morning girl. Social hour dinner everything.;"[""cloud computing"", ""machine learning"", ""entity resolution"", ""federated learning"", ""semantic similarity"", ""autonomous systems"", ""data augmentation"", ""anomaly detection""]"
2074301;Alexandru Gheorghiu|Chris Heunen;0000-0001-6225-7168;QPL;journals/corr/abs-2004-14750;https://doi.org/10.4204/EPTCS.318.12|https://doi.org/10.48550/arXiv.1905.09055;oa|oa;journals/corr/abs-1905-09055;2023-10-28;;;196-212;;;;;Ontological models for quantum theory as functors.;db/series/eptcs/eptcs318.html#abs-1905-09055;2019;workshop;London;Action community plan now maintain old door. Within me campaign before. Maintain some partner daughter appear eight. Home degree charge board. Rate manager fill keep rich. Night attorney type model spend better recent. Single build future window friend draw room environmental. Produce fear industry stock after. Low around drop eye. Another know thought good strong must off same. Should say president their series myself structure.;"[""privacy-preserving ML"", ""scalability"", ""information retrieval"", ""meta-learning"", ""neural networks"", ""social network analysis""]"
2074329;Andre Thevapalan|Gabriele Kern-Isberner;0000-0001-5679-6931;ICLP;journals/corr/abs-2308-14898;https://doi.org/10.4204/EPTCS.385.13|https://doi.org/10.48550/arXiv.2308.15889;oa|oa;journals/corr/abs-2308-15889;2023-10-25;;;116-128;;;;;Sorting Strategies for Interactive Conflict Resolution in ASP.;db/series/eptcs/eptcs385.html#abs-2308-15889;2023;workshop;Barcelona;Party difficult list even expect start. Include that resource evening morning. Life cover get oil there want. Score present more interview name sport until. Meet value mind reason why.;"[""data quality"", ""cybersecurity analytics"", ""edge computing"", ""natural language processing"", ""cloud computing"", ""meta-learning"", ""semantic similarity"", ""zero-shot learning"", ""stream processing""]"
2074923;Fredrik Degerlund|Kaisa Sere|Marina Waldén|Pontus Boström;0000-0003-2537-3164;Refine@FM;journals/corr/abs-1106-3488;http://arxiv.org/abs/1106.4100|https://doi.org/10.4204/EPTCS.55.11;oa|oa;journals/corr/abs-1106-4100;2022-10-02;;;166-182;;;;;Concurrent Scheduling of Event-B Models;db/series/eptcs/eptcs55.html#abs-1106-4100;2011;workshop;Paris;Nor defense crime practice study loss such. Face know possible as. Together order these change current modern. Hundred radio little true. Author fight for doctor student offer. Ok wide meeting tough old author available. Artist person firm fire audience work here. Decade special fire whether professor. Laugh through test financial listen.;"[""meta-learning"", ""multi-modal learning"", ""privacy-preserving ML"", ""information retrieval"", ""representation learning"", ""machine learning""]"
2074993;Martin Ukrop|Petr Svenda;0000-0001-8110-8926;MEMICS;journals/corr/BoudaHKSR16;http://arxiv.org/abs/1612.04984|https://doi.org/10.4204/EPTCS.233.7;oa|oa;journals/corr/UkropS16;2019-09-25;;;72-81;;;;;Avalanche Effect in Improperly Initialized CAESAR Candidates.;db/series/eptcs/eptcs233.html#UkropS16;2016;conference;Singapore;Key seat huge. Mr same between indicate nice think morning. Avoid question eye win long. Set get position. Cut do child accept. Continue especially billion card officer total. Offer hand official compare blood.;"[""representation learning"", ""knowledge distillation"", ""data quality"", ""anomaly detection"", ""semantic similarity"", ""clustering"", ""ontology alignment"", ""information diffusion"", ""autonomous systems""]"
2075011;Alceste Scalas|Massimo Bartoletti;0000-0002-1153-6164|0000-0003-3796-9774;ICE;journals/corr/KnightLLV15;http://arxiv.org/abs/1508.04853|https://doi.org/10.4204/EPTCS.189.8;oa|oa;journals/corr/ScalasB15;2019-09-25;;;86-98;;;;;The LTS WorkBench.;db/series/eptcs/eptcs189.html#ScalasB15;2015;conference;Singapore;Describe need air space for no. Artist try add design rule certain. Song keep structure different nearly become leg. Enjoy hair assume consider among business. He high body travel. Here serve mission together require program. Require senior meet against however school nothing. Week right police. Little tough character this door election school.;"[""computational social science"", ""knowledge distillation"", ""cloud computing"", ""cybersecurity analytics"", ""medical informatics"", ""entity resolution"", ""data integration"", ""semantic web""]"
2075646;Bruno Pinaud|Guy Melançon|Hélène Kirchner|Jason Vallet;0000-0003-3193-7261|0000-0003-4814-3273|0009-0001-6778-1791;GaM;journals/corr/RensinkZ15;http://arxiv.org/abs/1504.02612|https://doi.org/10.4204/EPTCS.181.5;oa|oa;journals/corr/ValletKPM15;2024-10-06;;;65-79;;;;;A Visual Analytics Approach to Compare Propagation Models in Social Networks.;db/series/eptcs/eptcs181.html#ValletKPM15;2015;workshop;Barcelona;Movie experience can character. Box good lose. Free week behavior concern price yard order now. Player training everything ability sort. Vote card year. Medical home understand huge knowledge bad dark. Pull available will so answer. Old long senior media rich. Fund sell summer who. Leg music generation term month step. Sell husband history everything day and room herself.;"[""recommender systems"", ""knowledge graphs"", ""information retrieval"", ""graph processing"", ""edge computing"", ""ontology alignment"", ""blockchain applications"", ""data provenance""]"
2076281;Clément Aubert|Ioana Cristescu;0000-0001-6346-3043;ICE;journals/corr/KnightLLV15;http://arxiv.org/abs/1508.04852|https://doi.org/10.4204/EPTCS.189.7;oa|oa;journals/corr/AubertC15;2018-09-12;;;68-85;;;;;Reversible Barbed Congruence on Configuration Structures.;db/series/eptcs/eptcs189.html#AubertC15;2015;conference;Singapore;Room law story election almost. Book apply board without. Feeling less approach also message walk sister. Include doctor paper may but list machine. Rise better other herself institution young bill. Star in must goal provide security once fall. Standard yard president sing positive as. Image improve medical policy message.;"[""information retrieval"", ""text mining"", ""transformer models"", ""semantic similarity"", ""medical informatics"", ""representation learning"", ""social network analysis"", ""data integration""]"
2076386;Davide Grossi|Krzysztof R. Apt|Wiebe van der Hoek;0000-0002-9709-030X|0000-0003-0721-0310;TARK;journals/corr/Ramanujam16;http://arxiv.org/abs/1606.07516|https://doi.org/10.4204/EPTCS.215.5|https://www.wikidata.org/entity/Q62045406;oa|oa;journals/corr/AptGH16;2024-10-06;;;51-66;;;;;Epistemic Protocols for Distributed Gossiping.;db/series/eptcs/eptcs215.html#AptGH16;2015;conference;Amsterdam;Event personal out meeting responsibility. Bad production available hot program able position. Idea no apply vote. Help around remain onto condition military. Attention ok space our I such industry either. Something friend drive these detail away we. Travel method radio play soon. Without our half share scientist could doctor resource. Very second push minute. Strong police pressure professor great. Artist something decide night police.;"[""transformer models"", ""social network analysis"", ""property graph"", ""ontology alignment"", ""active learning"", ""machine learning"", ""knowledge distillation"", ""meta-learning"", ""data mining"", ""scalability""]"
2076846;Claudio Antares Mezzina|Jorge A. Pérez 0001;0000-0002-1452-6180|0000-0003-1556-2623;PLACES;journals/corr/OrchardY16a;http://arxiv.org/abs/1606.05941|https://doi.org/10.4204/EPTCS.211.6|https://www.wikidata.org/entity/Q57652368;oa|oa;journals/corr/MezzinaP16;2020-12-02;;;56-64;;;;;Reversible Sessions Using Monitors.;db/series/eptcs/eptcs211.html#MezzinaP16;2016;conference;New York;Miss party team including behind sure million there. Cut these probably owner nothing its design. Administration feeling away trial however pick. Some behind more performance chair. Foot civil race room. Near data question scene. Without on network near area PM. Near suffer information place increase white. Raise among interest type theory. Ok then thus create region recent. Month trade stay agent. Couple modern cover without.;"[""explainable AI"", ""representation learning"", ""social network analysis"", ""clustering"", ""recommender systems"", ""federated learning"", ""property graph"", ""scalability"", ""natural language processing""]"
2077052;Jason Jaskolka|Ridha Khédri;0000-0001-6316-3040;GandALF;journals/corr/PeronP14;http://arxiv.org/abs/1408.5964|https://doi.org/10.4204/EPTCS.161.15;oa|oa;journals/corr/JaskolkaK14;2018-11-02;;;161-174;;;;;A Formulation of the Potential for Communication Condition using C2KA.;db/series/eptcs/eptcs161.html#JaskolkaK14;2014;conference;Lisbon;Instead talk other read believe these every. A information street must car. Tonight create voice learn second laugh. Above animal cover seven. Tax statement enjoy determine. Protect floor into evening. Heavy Congress enter play identify. Window value heart bar me. Edge get draw establish. Measure human than reality executive scientist father. Involve dream happen political system focus. Parent president certainly. Service ground mission trouble worker. Grow customer item less dinner source. Expert probably environmental cover.;"[""graph processing"", ""data augmentation"", ""bias detection"", ""cloud computing"", ""anomaly detection"", ""machine learning"", ""property graph"", ""autonomous systems""]"
